# form	sources	reason — refused by tools/build_lexicon.py
нуркасым	name	translit-of:нұрқасым
нурланбек	name	translit-of:нұрланбек
нурмахамбет	name	translit-of:нұрмахамбет
нурмаханбет	name	translit-of:нұрмаханбет
нурпейiс	baseline	mixed-script
нурперзент	name	translit-of:нұрперзент
нурсагат	name	translit-of:нұрсағат
нурсапа	name	translit-of:нұрсапа
нурсейит	name	translit-of:нұрсейіт
нурхат	name	translit-of:нұрхат
нурша	name	translit-of:нұрша
нуршат	name	translit-of:нұршат
нусипжанов	name	translit-of:нүсіпжанов
нуқат`ан	kazdict	outside-alphabet:`
нысан%	apertium	outside-alphabet:%
нысанаға%	apertium	outside-alphabet:%
нью%	apertium	outside-alphabet:%
нью-йорк%	apertium	outside-alphabet:%
нүктелі%	apertium	outside-alphabet:%
нұр%	apertium	outside-alphabet:%
нұсқа3	kazdict	outside-alphabet:3
нәýбат	kazdict	outside-alphabet:ý
нәжіспен%	apertium	outside-alphabet:%
нәзіктендіріп%	apertium	outside-alphabet:%
нәтиже%	apertium	outside-alphabet:%
нә‘ра	kazdict	outside-alphabet:‘
нөкер-	kazdict	edge-punctuation
нөмір%	apertium	outside-alphabet:%
оба-	kazdict	edge-punctuation
обл.	apertium	outside-alphabet:.
одан%	apertium	outside-alphabet:%
одағай-	kazdict	edge-punctuation
оза%	apertium	outside-alphabet:%
озбырлық%	apertium	outside-alphabet:%
озып%	apertium	outside-alphabet:%
ой%	apertium	outside-alphabet:%
ойгән-/ойған	kazdict	outside-alphabet:/
ойда%	apertium	outside-alphabet:%
ойлап%	apertium	outside-alphabet:%
ойнап%	apertium	outside-alphabet:%
ойран%	apertium	outside-alphabet:%
ойт	baseline	translit-of:өйт
ойтамақ-	kazdict	edge-punctuation
ойын%	apertium	outside-alphabet:%
ойып%	apertium	outside-alphabet:%
ойға%	apertium	outside-alphabet:%
ок//оғ	kazdict	outside-alphabet:/
окт.	apertium	outside-alphabet:.
олай%	apertium	outside-alphabet:%
олжай-	kazdict	edge-punctuation
олимпиада%	apertium	outside-alphabet:%
омаргали	name	translit-of:омарғали
омиргали	name	translit-of:өмірғали
омирсерик	name	translit-of:өмірсерік
омыртқалы%	apertium	outside-alphabet:%
он%	apertium	outside-alphabet:%
онал	name	translit-of:оңал
онгарбек	name	translit-of:оңғарбек
ондай%	apertium	outside-alphabet:%
онербек	name	translit-of:өнербек
онк	baseline	translit-of:өңк
опалан	baseline,kazdict	translit-of:опалаң
операция%	apertium	outside-alphabet:%
ор%	apertium	outside-alphabet:%
оразали	apertium	translit-of:оразәлі
оразбаков	name	translit-of:оразбақов
оразгул	name	translit-of:оразгүл
орап%	apertium	outside-alphabet:%
оркестрге%	apertium	outside-alphabet:%
орман%	apertium	outside-alphabet:%
орманбай//орманбек	kazdict	outside-alphabet:/
орманды%	apertium	outside-alphabet:%
орналасып%	apertium	outside-alphabet:%
орналасқан%	apertium	outside-alphabet:%
орны%	apertium	outside-alphabet:%
орнын%	apertium	outside-alphabet:%
орта%	apertium	outside-alphabet:%
орталық%	apertium	outside-alphabet:%
орташа%	apertium	outside-alphabet:%
ортақ%	apertium	outside-alphabet:%
оршу	baseline,kazdict	translit-of:өршу
орын%	apertium	outside-alphabet:%
орындап%	apertium	outside-alphabet:%
орып%	apertium	outside-alphabet:%
осер	baseline,name	translit-of:өсер
осы%	apertium	outside-alphabet:%
осып%	apertium	outside-alphabet:%
отамалы-	kazdict	edge-punctuation
отанды%	apertium	outside-alphabet:%
отанға%	apertium	outside-alphabet:%
отар-	kazdict	edge-punctuation
отау-	kazdict	edge-punctuation
отставкаға%	apertium	outside-alphabet:%
отыз%	apertium	outside-alphabet:%
отыра%	apertium	outside-alphabet:%
отырықты%	apertium	outside-alphabet:%
ояз-	kazdict	edge-punctuation
оқ%	apertium	outside-alphabet:%
оқу%	apertium	outside-alphabet:%
оқушы%	apertium	outside-alphabet:%
оқып%	apertium	outside-alphabet:%
оқырман%	apertium	outside-alphabet:%
оңт.	apertium	outside-alphabet:.
оңтүстік%	apertium	outside-alphabet:%
пайда%	apertium	outside-alphabet:%
пайдалана%	apertium	outside-alphabet:%
панжара	baseline,kazdict	translit-of:пәнжара
папуа%	apertium	outside-alphabet:%
парақорлық-	kazdict	edge-punctuation
партизандық%	apertium	outside-alphabet:%
паруардигар/па-руардигара	kazdict	outside-alphabet:/
патшалық%	apertium	outside-alphabet:%
патшаны%	apertium	outside-alphabet:%
паш%	apertium	outside-alphabet:%
пед.	apertium	outside-alphabet:.
пейіл[-ін	kazdict	outside-alphabet:[
пенхан/панһан	kazdict	outside-alphabet:/
перýа	kazdict	outside-alphabet:ý
перифраз-	kazdict	edge-punctuation
перізат/перизат	kazdict	outside-alphabet:/
пленарлық%	apertium	outside-alphabet:%
портрет-	kazdict	edge-punctuation
пошталық%	apertium	outside-alphabet:%
премьера%	apertium	outside-alphabet:%
псалмдардың%	apertium	outside-alphabet:%
психикалык	kazdict	translit-of:психикалық
підия-	kazdict	edge-punctuation
пікір%	apertium	outside-alphabet:%
піл%	apertium	outside-alphabet:%
пісіп%	apertium	outside-alphabet:%
пішен%	apertium	outside-alphabet:%
пұтқа%	apertium	outside-alphabet:%
пәрýаз	kazdict	outside-alphabet:ý
пәрýана	kazdict	outside-alphabet:ý
пәртәý	kazdict	outside-alphabet:ý
пәруайсыздық-	kazdict	edge-punctuation
пәуеске/пауеске	kazdict	outside-alphabet:/
р.	apertium	outside-alphabet:.
раýан	kazdict	outside-alphabet:ý
раýза	kazdict	outside-alphabet:ý
райкан	name	translit-of:райқан
рака`ат	kazdict	outside-alphabet:`
ракетаға%	apertium	outside-alphabet:%
ракыш	name	translit-of:рақыш
рамил	name	translit-of:рәмил
ранда`а	kazdict	outside-alphabet:`
рафик//рафих	kazdict	outside-alphabet:/
рахманберди	name	translit-of:рахманберді
рахметі%	apertium	outside-alphabet:%
реýаж	kazdict	outside-alphabet:ý
реактивті%	apertium	outside-alphabet:%
реал%	apertium	outside-alphabet:%
революцияға%	apertium	outside-alphabet:%
ред.	apertium	outside-alphabet:.
редакциялық%	apertium	outside-alphabet:%
редукцияланғанa	apertium	mixed-script
рейтинг-	kazdict	edge-punctuation
ректор%	apertium	outside-alphabet:%
ресми%	apertium	outside-alphabet:%
ретке%	apertium	outside-alphabet:%
реттеп%	apertium	outside-alphabet:%
реттік%	apertium	outside-alphabet:%
реформаға%	apertium	outside-alphabet:%
ризалық%	apertium	outside-alphabet:%
римдік%	apertium	outside-alphabet:%
риф%	apertium	outside-alphabet:%
роликті%	apertium	outside-alphabet:%
руýй	kazdict	outside-alphabet:ý
рулетка%	apertium	outside-alphabet:%
рух%	apertium	outside-alphabet:%
рысдаулет	name	translit-of:рысдәулет
рұқсат%	apertium	outside-alphabet:%
с.	apertium	outside-alphabet:.
с.%	apertium	outside-alphabet:%.
сəтбаев	apertium	outside-alphabet:ə
са/се	kazdict	outside-alphabet:/
са`акс	kazdict	outside-alphabet:`
са`ат	kazdict	outside-alphabet:`
са`и	kazdict	outside-alphabet:`
саýда	kazdict	outside-alphabet:ý
саýур	kazdict	outside-alphabet:ý
саба-	kazdict	edge-punctuation
сабан%	apertium	outside-alphabet:%
сабақтан%	apertium	outside-alphabet:%
сабила	name	translit-of:сәбила
сабитбек	name	translit-of:сәбитбек
сабын%	apertium	outside-alphabet:%
сагида	name	translit-of:сағида
сагитжан	name	translit-of:сағитжан
сагия	name	translit-of:сағия
сагынаев	name	translit-of:сағынаев
садақа-	kazdict	edge-punctuation
садық//сыдык	kazdict	outside-alphabet:/
садық//сыдық	kazdict	outside-alphabet:/
сазауар)саз-гар)	kazdict	outside-alphabet:)
сай%	apertium	outside-alphabet:%
сайир	kazdict	translit-of:сәйір
сайлау%	apertium	outside-alphabet:%
сакина	kazdict,name	translit-of:сақина
сакыпжамал	name	translit-of:сақыпжамал
сал%	apertium	outside-alphabet:%
салмақ%	apertium	outside-alphabet:%
салпанбай	baseline	translit-of:салпаңбай
салт%	apertium	outside-alphabet:%
салып%	apertium	outside-alphabet:%
салыстырмалы%	apertium	outside-alphabet:%
салық%	apertium	outside-alphabet:%
салют%	apertium	outside-alphabet:%
салқын%	apertium	outside-alphabet:%
самат//сәмет	kazdict	outside-alphabet:/
саметов	name	translit-of:сәметов
самиголла	name	translit-of:самиғолла
сами‘	kazdict	outside-alphabet:‘
самурат	name	translit-of:самұрат
сан%	apertium	outside-alphabet:%
сан-	kazdict	edge-punctuation
сан-томе%	apertium	outside-alphabet:%
саналы%	apertium	outside-alphabet:%
санап%	apertium	outside-alphabet:%
санау%	apertium	outside-alphabet:%
санди	name	translit-of:сәнді
сандигул	name	translit-of:сәндігүл
санимай	name	translit-of:сәнімай
сап%	apertium	outside-alphabet:%
сап/саф	kazdict	outside-alphabet:/
сапа//сафа	kazdict	outside-alphabet:/
сапи//сафи	kazdict	outside-alphabet:/
сапы-	kazdict	edge-punctuation
сарагул	name	translit-of:сарагүл
сарбұға-	kazdict	edge-punctuation
саркаш	kazdict	translit-of:сарқаш
сарп%	apertium	outside-alphabet:%
сарсу//сарысу	kazdict	outside-alphabet:/
сарт%	apertium	outside-alphabet:%
сары%	apertium	outside-alphabet:%
сары-ақ%	apertium	outside-alphabet:%
сарысулы%	apertium	outside-alphabet:%
сасып%	apertium	outside-alphabet:%
сасық%	apertium	outside-alphabet:%
сатбай	name	translit-of:сәтбай
сатжан	name	translit-of:сәтжан
саттибек	name	translit-of:сәттібек
сатып%	apertium	outside-alphabet:%
сауатсыз%	apertium	outside-alphabet:%
сауд%	apertium	outside-alphabet:%
сауда%	apertium	outside-alphabet:%
саудалық%	apertium	outside-alphabet:%
саулежан	name	translit-of:сәулежан
саума`а	kazdict	outside-alphabet:`
саумал-	kazdict	edge-punctuation
сауық%	apertium	outside-alphabet:%
сахнаға%	apertium	outside-alphabet:%
саягул	name	translit-of:саягүл
саятшы-	kazdict	edge-punctuation
саятшылық-	kazdict	edge-punctuation
сағалдырық-	kazdict	edge-punctuation
сағат%	apertium	outside-alphabet:%
сағаттың%	apertium	outside-alphabet:%
сақ-тоғалақ-	kazdict	edge-punctuation
сақиналы%	apertium	outside-alphabet:%
са‘адат	kazdict	outside-alphabet:‘
себеп%	apertium	outside-alphabet:%
сегіз%	apertium	outside-alphabet:%
сегізаяқ-	kazdict	edge-punctuation
сезим	name	translit-of:сезім
сезім%	apertium	outside-alphabet:%
сезіп%	apertium	outside-alphabet:%
сейiт	baseline	mixed-script
сейділда//сейдолла	kazdict	outside-alphabet:/
сейнт%	apertium	outside-alphabet:%
сейсенгали	name	translit-of:сейсенғали
сейсмикалық%	apertium	outside-alphabet:%
сейткасым	name	translit-of:сейтқасым
сейшель%	apertium	outside-alphabet:%
сейітмет//сейітмәмет	kazdict	outside-alphabet:/
секунд%	apertium	outside-alphabet:%
секіріп%	apertium	outside-alphabet:%
селт%	apertium	outside-alphabet:%
сенсорлық%	apertium	outside-alphabet:%
сент-винсент%	apertium	outside-alphabet:%
сент.	apertium	outside-alphabet:.
сенше//сеніңше	kazdict	outside-alphabet:/
сенімхат%	apertium	outside-alphabet:%
сеп-	kazdict	edge-punctuation
сералi	baseline	mixed-script
серали	name	translit-of:серәлі
серикболсын	name	translit-of:серікболсын
серп//серпі	kazdict	outside-alphabet:/
серфинг%	apertium	outside-alphabet:%
серфингпен%	apertium	outside-alphabet:%
сес%	apertium	outside-alphabet:%
сигнал%	apertium	outside-alphabet:%
символмен%	apertium	outside-alphabet:%
синоним-	kazdict	edge-punctuation
синтез%	apertium	outside-alphabet:%
сипап%	apertium	outside-alphabet:%
сирақ%	apertium	outside-alphabet:%
сиыр%	apertium	outside-alphabet:%
словак%	apertium	outside-alphabet:%
смаков	name	translit-of:смақов
содан%	apertium	outside-alphabet:%
сойыл-	kazdict	edge-punctuation
сол%	apertium	outside-alphabet:%
солт.	apertium	outside-alphabet:.
солтүстік%	apertium	outside-alphabet:%
солып%	apertium	outside-alphabet:%
сонар-	kazdict	edge-punctuation
сонда%	apertium	outside-alphabet:%
сонет//сонета	kazdict	outside-alphabet:/
сонымен%	apertium	outside-alphabet:%
сопақша%	apertium	outside-alphabet:%
сорайып%	apertium	outside-alphabet:%
сот%	apertium	outside-alphabet:%
соттың%	apertium	outside-alphabet:%
соғып%	apertium	outside-alphabet:%
соғыс%	apertium	outside-alphabet:%
соғыс2	kazdict	outside-alphabet:2
соғыстан%	apertium	outside-alphabet:%
соқпа%	apertium	outside-alphabet:%
соқыр%	apertium	outside-alphabet:%
соққы%	apertium	outside-alphabet:%
соңғы%	apertium	outside-alphabet:%
спартак%	apertium	outside-alphabet:%
спорт%	apertium	outside-alphabet:%
стиль-	kazdict	edge-punctuation
стражник-	kazdict	edge-punctuation
студент%	apertium	outside-alphabet:%
су%	apertium	outside-alphabet:%
сугiр	baseline	mixed-script
сугирбаев	name	translit-of:сүгірбаев
судан%	apertium	outside-alphabet:%
суды%	apertium	outside-alphabet:%
суйiнбай	baseline	mixed-script
суйениш	name	translit-of:сүйеніш
султанбаев	name	translit-of:сұлтанбаев
султанмурат	name	translit-of:сұлтанмұрат
сулухан	name	translit-of:сұлухан
сулық-	kazdict	edge-punctuation
сума‘а	kazdict	outside-alphabet:‘
сумен%	apertium	outside-alphabet:%
сур`ат	kazdict	outside-alphabet:`
сураган	name	translit-of:сұраған
сурет%	apertium	outside-alphabet:%
суретке%	apertium	outside-alphabet:%
суретін%	apertium	outside-alphabet:%
суырып%	apertium	outside-alphabet:%
суға%	apertium	outside-alphabet:%
суқаны%	apertium	outside-alphabet:%
сыбайлас%	apertium	outside-alphabet:%
сыбан-	kazdict	edge-punctuation
сыбаға-	kazdict	edge-punctuation
сыбыр%	apertium	outside-alphabet:%
сыдырма%	apertium	outside-alphabet:%
сызып%	apertium	outside-alphabet:%
сылап%	apertium	outside-alphabet:%
сын%	apertium	outside-alphabet:%
сына%	apertium	outside-alphabet:%
сынап%	apertium	outside-alphabet:%
сындырып%	apertium	outside-alphabet:%
сынып%	apertium	outside-alphabet:%
сыр%	apertium	outside-alphabet:%
сырмақ-	kazdict	edge-punctuation
сырт%	apertium	outside-alphabet:%
сырт-	kazdict	edge-punctuation
сырттқа%	apertium	outside-alphabet:%
сыртқы%	apertium	outside-alphabet:%
сырға-	kazdict	edge-punctuation
сырғанап%	apertium	outside-alphabet:%
сьерра%	apertium	outside-alphabet:%
сібір%	apertium	outside-alphabet:%
сілтеме%	apertium	outside-alphabet:%
сілтеп%	apertium	outside-alphabet:%
сіресіп%	apertium	outside-alphabet:%
сірә%	apertium	outside-alphabet:%
сіңлі-	kazdict	edge-punctuation
сіңіп%	apertium	outside-alphabet:%
сіңірі%	apertium	outside-alphabet:%
сүзгіден%	apertium	outside-alphabet:%
сүйекті%	apertium	outside-alphabet:%
сүйреп%	apertium	outside-alphabet:%
сүйретіп%	apertium	outside-alphabet:%
сүлде//сүлдер	kazdict	outside-alphabet:/
сүргі%	apertium	outside-alphabet:%
сүре-	kazdict	edge-punctuation
сүрініп%	apertium	outside-alphabet:%
сүрітті/сұрытты	kazdict	outside-alphabet:/
сүттіген%	apertium	outside-alphabet:%
сүңгуір%	apertium	outside-alphabet:%
сүңгі-	kazdict	edge-punctuation
сүңгіп%	apertium	outside-alphabet:%
сұбқан//сұбықан	kazdict	outside-alphabet:/
сұйық%	apertium	outside-alphabet:%
сұрап%	apertium	outside-alphabet:%
сұрастырып%	apertium	outside-alphabet:%
сұхбат%	apertium	outside-alphabet:%
сұңқармен%	apertium	outside-alphabet:%
сәйгүлік//сайгүлік	kazdict	outside-alphabet:/
сәрýар	kazdict	outside-alphabet:ý
сәтті%	apertium	outside-alphabet:%
сәуле%	apertium	outside-alphabet:%
сөгіп%	apertium	outside-alphabet:%
сөз%	apertium	outside-alphabet:%
сөйтсе%	apertium	outside-alphabet:%
т.	apertium	outside-alphabet:.
т.%	apertium	outside-alphabet:%.
т.б.	apertium	outside-alphabet:.
т.с.с.	apertium	outside-alphabet:.
та`адди	kazdict	outside-alphabet:`
та`аим	kazdict	outside-alphabet:`
та`ала	kazdict	outside-alphabet:`
та`ам	kazdict	outside-alphabet:`
та`ат	kazdict	outside-alphabet:`
та`зим	kazdict	outside-alphabet:`
та`ийн	kazdict	outside-alphabet:`
та`ламун	kazdict	outside-alphabet:`
та`лим	kazdict	outside-alphabet:`
та`на	kazdict	outside-alphabet:`
та`риф	kazdict	outside-alphabet:`
та`сир	kazdict	outside-alphabet:`
та`уиа	kazdict	outside-alphabet:`
таýазу‘	kazdict	outside-alphabet:ý‘
таýр	kazdict	outside-alphabet:ý
таýхид	kazdict	outside-alphabet:ý
таб`йин	kazdict	outside-alphabet:`
табан%	apertium	outside-alphabet:%
таби`ат	kazdict	outside-alphabet:`
табыс%	apertium	outside-alphabet:%
тагай	baseline,name	translit-of:тағай
тажигул	name	translit-of:тәжігүл
тажик%	apertium	outside-alphabet:%
тазагул	name	translit-of:тазагүл
тазы-	kazdict	edge-punctuation
тай-	kazdict	edge-punctuation
тайжүзген-	kazdict	edge-punctuation
тайтері-	kazdict	edge-punctuation
тайып%	apertium	outside-alphabet:%
тайғанап%	apertium	outside-alphabet:%
такибаев	name	translit-of:тәкібаев
талап%	apertium	outside-alphabet:%
талаптанып%	apertium	outside-alphabet:%
талти	baseline	translit-of:тәлти
талып%	apertium	outside-alphabet:%
тамақ%	apertium	outside-alphabet:%
тамып%	apertium	outside-alphabet:%
тамыр%	apertium	outside-alphabet:%
танзила	name	translit-of:тәнзила
танкке%	apertium	outside-alphabet:%
таншолпан	name	translit-of:таңшолпан
тап%	apertium	outside-alphabet:%
тапсырыс%	apertium	outside-alphabet:%
таралғы-	kazdict	edge-punctuation
тарап%	apertium	outside-alphabet:%
таратып%	apertium	outside-alphabet:%
тарбие	name	translit-of:тәрбие
тарих%	apertium	outside-alphabet:%
тартып%	apertium	outside-alphabet:%
тарқап%	apertium	outside-alphabet:%
тас%	apertium	outside-alphabet:%
таскын	name	translit-of:тасқын
таспен%	apertium	outside-alphabet:%
тастап%	apertium	outside-alphabet:%
тасты%	apertium	outside-alphabet:%
тасып%	apertium	outside-alphabet:%
татар%	apertium	outside-alphabet:%
тау%	apertium	outside-alphabet:%
тауа`дуна	kazdict	outside-alphabet:`
тауар%	apertium	outside-alphabet:%
тауармен%	apertium	outside-alphabet:%
тауып%	apertium	outside-alphabet:%
тауыса%	apertium	outside-alphabet:%
тауық%	apertium	outside-alphabet:%
таяу%	apertium	outside-alphabet:%
тағы%	apertium	outside-alphabet:%
тақ%	apertium	outside-alphabet:%
тақия-	kazdict	edge-punctuation
тақтан%	apertium	outside-alphabet:%
тақуа-	kazdict	edge-punctuation
тақымдық%	apertium	outside-alphabet:%
таққа%	apertium	outside-alphabet:%
таң%	apertium	outside-alphabet:%
таңба%	apertium	outside-alphabet:%
таңдай1	kazdict	outside-alphabet:1
таңғы%	apertium	outside-alphabet:%
таһара`ан	kazdict	outside-alphabet:`
тебінгі-	kazdict	edge-punctuation
тежей%	apertium	outside-alphabet:%
тез%	apertium	outside-alphabet:%
текемет-	kazdict	edge-punctuation
тексеріп%	apertium	outside-alphabet:%
текіректетіп%	apertium	outside-alphabet:%
телше-	kazdict	edge-punctuation
темiртас	baseline	mixed-script
темекі%	apertium	outside-alphabet:%
темирболат	name	translit-of:темірболат
темирлан	name	translit-of:темірлан
темір%	apertium	outside-alphabet:%
темірқазық-	kazdict	edge-punctuation
тендик	name	translit-of:теңдік
тенел	name	translit-of:теңел
тенлик	name	translit-of:теңлік
тентектік%	apertium	outside-alphabet:%
терiске%	apertium	mixed-script
тергеусіз%	apertium	outside-alphabet:%
тереңд.	apertium	outside-alphabet:.
терме-	kazdict	edge-punctuation
тері%	apertium	outside-alphabet:%
теріс%	apertium	outside-alphabet:%
теріске%	apertium	outside-alphabet:%
тесіле%	apertium	outside-alphabet:%
тех.	apertium	outside-alphabet:.
техникалық%	apertium	outside-alphabet:%
тең%	apertium	outside-alphabet:%
теңбілкөк-	kazdict	edge-punctuation
теңдес2	kazdict	outside-alphabet:2
теңеу-	kazdict	edge-punctuation
теңіз%	apertium	outside-alphabet:%
тигізе%	apertium	outside-alphabet:%
тиесілі%	apertium	outside-alphabet:%
тилектес	name	translit-of:тілектес
тилекши	name	translit-of:тілекші
тилеу	name	translit-of:тілеу
тимей%	apertium	outside-alphabet:%
типті%	apertium	outside-alphabet:%
тиыштык	name	translit-of:тиыштық
тиіс%	apertium	outside-alphabet:%
тиісе%	apertium	outside-alphabet:%
тобықты-	kazdict	edge-punctuation
тойган	name	translit-of:тойған
тойлап%	apertium	outside-alphabet:%
токарлық%	apertium	outside-alphabet:%
толганай	name	translit-of:толғанай
толеубеков	name	translit-of:төлеубеков
толкынай	name	translit-of:толқынай
толып%	apertium	outside-alphabet:%
толқын%	apertium	outside-alphabet:%
топай-	kazdict	edge-punctuation
топырақ%	apertium	outside-alphabet:%
тор%	apertium	outside-alphabet:%
торгын	baseline,name	translit-of:торғын
торекулов	name	translit-of:төреқұлов
торжорға-	kazdict	edge-punctuation
торлап%	apertium	outside-alphabet:%
торпақ-	kazdict	edge-punctuation
торғай-	kazdict	edge-punctuation
тостабан	baseline	translit-of:төстабан
тоғайлы%	apertium	outside-alphabet:%
тоғыз%	apertium	outside-alphabet:%
тоғызқұмалақ-	kazdict	edge-punctuation
тоқал-	kazdict	edge-punctuation
тоқып%	apertium	outside-alphabet:%
тоңа%	apertium	outside-alphabet:%
тринидад%	apertium	outside-alphabet:%
трл.	apertium	outside-alphabet:.
тропик%	apertium	outside-alphabet:%
тропикалық%	apertium	outside-alphabet:%
туbра^т	kazdict	mixed-script
туа%	apertium	outside-alphabet:%
тубеков	name	translit-of:түбеков
туйме	name	translit-of:түйме
туймеш	name	translit-of:түймеш
тулен	name	translit-of:түлен
тулкибай	name	translit-of:түлкібай
тура%	apertium	outside-alphabet:%
туралату	baseline,kazdict	translit-of:тұралату
туржанов	name	translit-of:тұржанов
туркестан%	apertium	outside-alphabet:%
турлыбеков	name	translit-of:тұрлыбеков
турлыхан	name	translit-of:тұрлыхан
турмахан	name	translit-of:тұрмахан
турсынай	name	translit-of:тұрсынай
турсынбай	name	translit-of:тұрсынбай
турсынгазы	name	translit-of:тұрсынғазы
турсынжан	name	translit-of:тұрсынжан
тутек	kazdict	translit-of:түтек
туыс%	apertium	outside-alphabet:%
туысын%	apertium	outside-alphabet:%
туған%	apertium	outside-alphabet:%
тыйым%	apertium	outside-alphabet:%
тым%	apertium	outside-alphabet:%
тыныштығын%	apertium	outside-alphabet:%
тырбан	baseline,kazdict	translit-of:тырбаң
тырбын	baseline,kazdict	translit-of:тырбың
тырнап%	apertium	outside-alphabet:%
тыртындау	kazdict	translit-of:тыртыңдау
тырысып%	apertium	outside-alphabet:%
тышқан%	apertium	outside-alphabet:%
тығылып%	apertium	outside-alphabet:%
тығып%	apertium	outside-alphabet:%
тың%	apertium	outside-alphabet:%
тыңдап%	apertium	outside-alphabet:%
тыңшы%	apertium	outside-alphabet:%
тігін%	apertium	outside-alphabet:%
тік%	apertium	outside-alphabet:%
тікенді%	apertium	outside-alphabet:%
тікірейіп%	apertium	outside-alphabet:%
тіл%	apertium	outside-alphabet:%
тіласты%	apertium	outside-alphabet:%
тілек%	apertium	outside-alphabet:%
тірек%	apertium	outside-alphabet:%
тірі%	apertium	outside-alphabet:%
тіс%	apertium	outside-alphabet:%
тістеп%	apertium	outside-alphabet:%
тісін%	apertium	outside-alphabet:%
түгендеп%	apertium	outside-alphabet:%
түзетіп%	apertium	outside-alphabet:%
түзу%	apertium	outside-alphabet:%
түн%	apertium	outside-alphabet:%
түнгі%	apertium	outside-alphabet:%
түр%	apertium	outside-alphabet:%
түргеліп%	apertium	outside-alphabet:%
түрлі-түсті%	apertium	outside-alphabet:%
түрік%	apertium	outside-alphabet:%
түрін%	apertium	outside-alphabet:%
түс%	apertium	outside-alphabet:%
түскі%	apertium	outside-alphabet:%
түсір%	apertium	outside-alphabet:%
түсіріп%	apertium	outside-alphabet:%
түтік%	apertium	outside-alphabet:%
тұра%	apertium	outside-alphabet:%
тұрақты%	apertium	outside-alphabet:%
тұраққа%	apertium	outside-alphabet:%
тұрмыстық%	apertium	outside-alphabet:%
тұрғызып%	apertium	outside-alphabet:%
тұсау-	kazdict	edge-punctuation
тұтқыш-	kazdict	edge-punctuation
тұщы%	apertium	outside-alphabet:%
тұқым%	apertium	outside-alphabet:%
тұқымдық%	apertium	outside-alphabet:%
тәби‘	kazdict	outside-alphabet:‘
тәж%	apertium	outside-alphabet:%
тәжік%	apertium	outside-alphabet:%
тәзýир	kazdict	outside-alphabet:ý
тәртіпке%	apertium	outside-alphabet:%
тәуекел%	apertium	outside-alphabet:%
тәуекелдік%	apertium	outside-alphabet:%
тәуелсіз%	apertium	outside-alphabet:%
төлем%	apertium	outside-alphabet:%
төлемдік%	apertium	outside-alphabet:%
төм.	apertium	outside-alphabet:.
төмен%	apertium	outside-alphabet:%
төменгі%	apertium	outside-alphabet:%
төрағалық%	apertium	outside-alphabet:%
төре-	kazdict	edge-punctuation
төрешілік%	apertium	outside-alphabet:%
төрт%	apertium	outside-alphabet:%
төртке%	apertium	outside-alphabet:%
төтеп%	apertium	outside-alphabet:%
уbароbиt	kazdict	mixed-script
уа3	kazdict	outside-alphabet:3
уа`да	kazdict	outside-alphabet:`
уажип	kazdict	translit-of:уәжіп
уакап	baseline	translit-of:уақап
уақыт%	apertium	outside-alphabet:%
уақытты%	apertium	outside-alphabet:%
уақытша%	apertium	outside-alphabet:%
уздик	name	translit-of:үздік
узил	name	translit-of:үзіл
укибаев	name	translit-of:үкібаев
украина%	apertium	outside-alphabet:%
улас	kazdict,name	translit-of:ұлас
улбала	name	translit-of:ұлбала
улдан	name	translit-of:ұлдан
улдар	name	translit-of:ұлдар
улман	name	translit-of:ұлман
ултуар	name	translit-of:ұлтуар
улша	name	translit-of:ұлша
улыкбек	name	translit-of:ұлықбек
ультра%	apertium	outside-alphabet:%
умiгулсiм	baseline	mixed-script
умаш	baseline,kazdict	translit-of:ұмаш
умбетали	name	translit-of:үмбетәлі
умбеталиев	name	translit-of:үмбеталиев
умиткер	name	translit-of:үміткер
умсын	name	translit-of:ұмсын
умыт	name	translit-of:ұмыт
умытшак	name	translit-of:ұмытшақ
университеттік%	apertium	outside-alphabet:%
урдак	kazdict	translit-of:үрдәк
урик	name	translit-of:үрік
ушыга	name	translit-of:ұшыға
уық-	kazdict	edge-punctuation
уәде%	apertium	outside-alphabet:%
уәли//уәлі	kazdict	outside-alphabet:/
фа`ида	kazdict	outside-alphabet:`
фада`ат	kazdict	outside-alphabet:`
фаза`и	kazdict	outside-alphabet:`
февр.	apertium	outside-alphabet:.
федералға%	apertium	outside-alphabet:%
ферманың%	apertium	outside-alphabet:%
фермер%	apertium	outside-alphabet:%
фи`л	kazdict	outside-alphabet:`
фи`ллік	kazdict	outside-alphabet:`
фикха-	kazdict	edge-punctuation
филиграндық%	apertium	outside-alphabet:%
фильмге%	apertium	outside-alphabet:%
фирмалық%	apertium	outside-alphabet:%
фи‘л	kazdict	outside-alphabet:‘
фон%	apertium	outside-alphabet:%
фридом%	apertium	outside-alphabet:%
футпен%	apertium	outside-alphabet:%
фәрәýан	kazdict	outside-alphabet:ý
х.25	kazdict	outside-alphabet:.25
хаýа	kazdict	outside-alphabet:ý
хаýар	kazdict	outside-alphabet:ý
хабар%	apertium	outside-alphabet:%
хабардар%	apertium	outside-alphabet:%
хабарландыру%	apertium	outside-alphabet:%
хайуанаттар%	apertium	outside-alphabet:%
хакимжан	name	translit-of:хакімжан
халық%	apertium	outside-alphabet:%
халін%	apertium	outside-alphabet:%
хантемир	name	translit-of:хантемір
хасан//хасен	kazdict	outside-alphabet:/
