# form	track	verbal-weight	nominal-weight — tools/tracks.py
# for entries with no part of speech. An entry not listed here keeps
# both tracks, because the books do not say which one it is on.
батпансы	v	9	0
батпақтан	v	6	0
батпақтану	n	0	2
батпырауық	v	2	0
батрақ	n	0	6
баттастыр	v	33	0
батылдау	n	0	3
батылсын	v	8	0
батып	v	84	0
батырдың	n	0	2
батырла	v	6	0
батырлар	n	217	1344
батырлат	v	7	0
батырлығы	n	0	102
батырсын	v	107	2
батырт	v	4	2
батыру	n	8	42
батыры	n	0	216
батырыл	v	43	0
батырыс	v	2	0
батыстану	n	0	6
батыстық	n	2	20
батысшылдар	n	0	4
батысшылдық	n	0	6
батық	n	0	2
батқы	n	0	12
батқыз	v	17	0
баулан	v	10	0
баулу	n	13	99
баулын	v	33	3
баурау	n	0	13
бауыздас	v	3	0
бауыздат	v	30	0
бауыздау	n	6	79
бауырластыр	v	8	0
бауырласу	n	0	9
бауырлат	v	7	0
бауыры	n	2	292
бауырымда	v	13	0
баха	n	0	2
бахил	n	0	4
бахр	n	0	4
бахс	n	0	8
бахш	n	0	9
бахшы	n	0	4
бахыт	v	2	0
башпай	n	3	45
башы	n	0	9
башын	n	3	7
баю	n	30	155
бая	v	1140	296
баяндай	v	467	2
баяндамалар	n	9	96
баяндамаларын	n	0	23
баяндау	n	66	597
баяндаушылық	v	2	0
баяндауы	n	0	22
баяндылық	n	2	4
баянсыз	n	0	19
баяулан	v	4	0
баяулату	n	0	14
баяулау	n	0	9
баяулық	n	5	9
баяғыдағы	n	0	4
бағалану	n	0	111
бағаланып	v	3	0
бағалап	v	22	2
бағалат	v	19	0
бағамдат	v	3	0
бағамы	n	0	2
бағамын	n	0	2
бағандары	n	0	14
бағаны	n	0	11
бағар	n	0	33
бағасы	n	0	158
бағдарламала	v	2	0
бағдарламалар	n	41	136
бағдарламалары	n	0	32
бағдарламаларын	n	0	16
бағдарламасы	n	0	145
бағдарламасын	n	0	69
бағдарлану	n	4	28
бағдаршам	n	5	43
бағдары	n	0	51
бағдарын	n	0	16
бағжаңда	v	2	0
бағжи	v	40	2
бағжит	v	9	0
бағлар	n	0	2
бағу	n	88	681
бағыл	v	99	0
бағым	v	211	80
бағына	v	356	8
бағындыру	n	53	252
бағындырыл	v	233	0
бағындырылу	n	0	15
бағынт	v	15	0
бағынуы	n	0	19
бағыныштылық	n	18	87
бағып	v	112	2
бағыс	v	57	30
бағыттары	n	0	111
бағыттарын	n	0	29
бағыттау	n	8	94
бағыттағы	n	0	15
бағытты	n	0	13
бағыты	n	0	285
бағыш	n	3	31
бағышталу	n	0	10
бағыштау	n	7	29
бақайшақ	n	2	5
бақалшылық	n	0	2
бақандас	v	4	0
бақастас	v	2	0
бақилас	v	5	0
бақтыру	n	0	8
бақшаң	n	2	11
бақши	v	26	2
бақылану	n	0	5
бақылат	v	16	0
бақылаушылар	n	10	54
бақылдап	v	2	0
бақылдасу	n	0	3
бақылдат	v	9	0
бақырайыс	v	3	0
бақырды	n	0	2
бақыру	n	0	18
бақырып	v	8	0
бақырыс	v	4	0
баққы	n	0	19
баққыз	v	67	0
бақұлдас	v	65	0
бақұлдасу	n	0	7
баңхұр	n	0	6
баһа	n	0	7
баһадур	n	0	9
баһадүр	n	11	116
баһана	v	2	0
баһар	n	3	25
бе	v	2761	1837
бебеу	n	0	9
бебеулет	v	41	0
бегайдар	n	0	11
бегі	n	5	100
бегім	n	15	33
беделділік	v	4	2
беделін	n	0	22
бедерле	v	29	0
бедерлен	v	106	0
бедерсіздену	n	0	2
бедерін	n	0	43
бежін	n	0	5
безбенде	v	10	0
безбендел	v	2	0
безбендеу	n	0	6
безгег	n	0	61
безден	v	2	0
безектет	v	35	0
безектеу	n	0	9
безел	v	50	0
безендіріл	v	222	0
безену	n	0	2
безерлен	v	3	0
безу	n	11	63
безілдет	v	82	0
безіндір	v	23	0
безірей	v	33	0
бей	n	215	770
бейбас	n	2	43
бейбастақтық	n	6	17
бейбауырмал	n	0	2
бейберекетсіздік	n	0	5
бейберекеттік	n	4	22
бейболмыс	n	7	41
бейбіттік	v	2	0
бейкүнәлік	v	3	2
беймазала	v	8	0
беймазалан	v	7	0
беймар	n	0	2
беймағлұм	n	0	3
беймезгіл	n	0	14
бейнамаз	n	4	12
бейнелеген	n	4	53
бейнелен	v	859	0
бейнелену	n	0	198
бейнелеу	n	57	471
бейнеткер	n	0	3
бейнеттену	n	0	2
бейопа	n	0	5
бейперзент	n	0	4
бейпілден	v	2	0
бейсаналық	n	5	15
бейтараптандыр	v	21	0
бейтараптану	n	0	2
бейуаз	n	5	19
бейхал	n	0	2
бейімделгіш	n	0	4
бейімдеме	v	3	0
бейімдік	v	7	2
бейқамсы	v	2	0
бейқисап	n	0	4
бейәдеп	n	0	12
бекас	v	16	0
бекауыл	n	0	2
бекемдел	v	8	0
бекемден	v	6	0
бекемдеу	n	2	15
бекерлеу	n	4	7
бекерші	n	0	135
бекершілік	v	6	4
бекеттерд	n	0	8
бекеш	n	0	4
беклер	n	3	41
бексауыт	v	3	0
бектар	n	0	4
бектер	n	46	404
бектұрған	n	0	3
беку	n	0	28
бекіл	v	66	6
бекім	n	5	15
бекіну	n	4	23
бекіс	v	16	4
бекіткен	n	0	36
бекітті	n	0	3
бекіттір	v	65	0
бекітілмеген	n	0	2
бекітіс	v	3	0
белбеулен	v	7	0
белбуар	n	2	8
белг	n	16	1357
белгілеген	n	2	40
белгілейтін	n	0	12
белгіленетін	n	2	14
белгілер	n	186	936
белгілері	n	0	260
белгілерін	n	0	27
белгілет	v	9	0
белгілеуі	n	0	5
белгісі	n	0	204
белдесу	n	3	90
белдеулен	v	26	0
белдеулік	n	0	3
белегір	n	0	7
белестен	v	5	0
белкин	n	0	4
белок	n	2	8
белорақ	v	2	0
белсенд	n	0	600
белсенділігін	n	0	9
белсендір	v	10	0
белсеніс	v	3	0
белсіз	n	0	7
белің	v	176	39
бенде	n	17	120
бенделік	n	0	4
беп	n	0	2
берге	n	121	1228
бергей	n	2	9
бергені	n	0	150
бергіз	v	360	9
бергір	n	0	5
бере	v	2696	1413
береген	v	5	0
беред	n	0	2576
береді	n	0	2
берекесізден	v	6	0
берекетсіз	n	0	18
берекетсіздік	n	4	19
берекеттілік	n	0	3
берендік	n	0	2
бересің	n	4	207
беретін	n	46	589
берешегі	n	0	3
беркі	n	8	18
беркіт	v	32	2
беркіту	n	0	4
беркітілу	n	0	2
берлі	v	3	0
берме	v	3566	497
бермеген	n	28	341
бермейтін	n	8	190
бермейтіні	n	0	2
бермек	n	7	144
бермес	n	18	491
бермеу	n	53	542
бернелеу	n	0	6
берсем	n	0	3
берсін	n	0	9
берт	v	6	3
бертін	n	3	218
беру	n	776	4206
берушілер	n	23	140
берушісі	n	0	3
беруі	n	0	185
беріде	v	7	0
берілгендігі	n	0	26
берілгіш	n	0	2
беріле	v	824	8
берілмеуі	n	0	2
берілуі	n	0	47
берілуін	n	0	25
беріліп	v	134	0
берімсек	n	0	2
беріп	v	1041	28
берірек	n	0	59
беріспе	v	44	0
беріспеу	n	0	24
беріштен	v	14	0
бесене	n	0	183
бесеу	n	13	409
бескүрек	n	0	2
бестармақ	v	2	0
бесі	n	0	13
бесікті	n	0	2
бесіндік	n	0	14
беткейле	v	5	0
беткейлік	n	3	5
бетондал	v	7	0
бетпақтан	v	13	0
беттел	v	5	0
беттер	n	69	631
беттерін	n	0	346
бетше	n	0	3
беті	n	0	1701
бетін	n	8	1636
бетіндегі	n	0	36
беу	n	0	2
беш	n	4	12
бешпент	n	16	74
биабан	n	0	11
бибігүл	n	9	33
бибісара	n	0	22
бивак	v	2	0
бид	n	4	345
бидайы	n	0	12
бизнест	n	2	21
билену	n	0	2
билеп	v	57	0
билер	n	161	922
билетпеу	n	0	2
билету	n	0	5
билеу	n	44	404
билингвизм	n	0	2
бимұрат	n	0	2
бинокль	n	5	21
био	v	3	2
биомеханика	n	0	2
биоток	n	0	2
биофизика	n	0	2
биоценоз	n	0	4
биоэнергетика	n	0	4
биржалары	n	0	3
биржан	v	6	2
биржасы	n	0	9
бисат	n	3	7
бисмилла	n	3	60
битум	n	6	15
бихевиоризм	n	0	3
бишара	n	0	229
биі	n	0	150
биіктеген	n	0	8
биіктеп	v	2	0
биіктету	n	2	18
биім	v	6	4
биһ	n	0	2
бланкі	n	0	6
блокада	n	3	7
бобырат	v	2	0
бода	n	20	52
бодық	v	2	0
божырат	v	3	0
бозарған	n	0	7
боздату	n	0	2
бозінген	n	8	34
бойдағы	n	0	4
бойлата	v	13	0
бойлату	n	0	4
бойлау	n	12	96
бойсұну	n	2	13
бойын	n	6	1711
бойындағы	n	3	18
бойұсыну	n	0	2
бокей	n	0	4
боксер	n	0	14
болады	n	0	43
болар	n	11	1640
боларсың	n	0	89
болатын	n	84	1140
болатыны	n	0	60
болатынын	n	0	21
болашағы	n	0	124
болды	n	0	78
болдыру	n	11	20
болдық	n	0	2
болжалдау	n	0	5
болжамдары	n	0	21
болжамдау	n	2	21
болжамы	n	0	38
болжамын	n	0	8
болжану	n	0	10
болмай	v	2396	62
болмайды	n	0	25
болмас	n	53	548
болмаса	n	0	15
болмасын	n	0	3
болмауы	n	0	78
болмауын	n	0	42
болмақ	n	22	135
болса	n	0	52
болсақ	n	0	3
болсаң	n	0	328
болу	n	691	5219
болушы	n	0	70
болуы	n	0	725
болуын	n	0	232
болым	n	47	451
болып	v	1513	44
болысу	n	4	46
большак	v	4	0
болғанда	n	0	3
болғандығы	n	0	144
болғаны	n	0	1259
болғанын	n	0	160
болғанынша	n	0	2
болғыр	n	8	62
бомай	v	5	0
бомбалан	v	4	0
бомбалау	n	2	13
бомбылау	n	3	7
бонд	n	2	6
бопсалау	n	0	15
бордақылау	n	0	2
бордо	n	0	22
бордюр	n	0	3
борозда	n	3	18
борп	n	0	6
борс	v	48	5
боры	n	0	4
борышы	n	0	20
босандыру	n	0	2
босатылу	n	0	27
босау	n	2	53
босс	n	5	13
бостыру	n	0	2
босу	n	3	25
босып	v	11	0
босқан	n	0	23
босқындар	n	25	83
ботагөз	n	9	27
боталан	v	4	0
боялу	n	2	12
боямалан	v	3	0
боямалау	n	0	3
бояну	n	0	3
бояулар	n	64	282
бояған	n	2	23
боғ	n	6	208
боған	n	0	5
боғда	n	0	37
боғды	n	0	2
боғым	v	3	0
боқан	n	0	14
боқтасу	n	0	5
боқы	n	8	23
боң	n	0	3
бриг	v	69	0
бригадалар	n	15	116
бригадаларын	n	0	4
бригантина	n	0	2
бриллиант	n	4	22
бронемашина	n	0	4
брошюра	n	2	12
брутализм	n	0	2
бруцеллез	n	0	2
брынза	v	2	0
будандасу	n	0	3
будда	n	0	186
будыл	v	2	0
букет	n	2	20
букинист	v	3	2
булбул	n	0	2
булығу	n	2	8
бульдог	n	0	4
бурақ	n	0	3
бургомистр	n	0	11
бусанып	v	3	0
бусидо	n	0	3
бустан	n	0	14
буу	n	0	28
буул	n	0	53
бухта	n	0	2
буылып	v	3	0
буындалу	n	0	2
буынып	v	12	0
буынға	n	0	9
буып	v	29	0
буырқану	n	0	4
былбырат	v	4	0
былдырлау	n	0	2
былдырлаған	n	0	4
былп	v	6	2
былш	v	65	0
былшит	v	5	0
былшылдас	v	3	0
былшылдау	n	0	2
былығу	n	0	4
былықтыру	n	0	8
былғану	n	0	15
былғап	v	3	0
былғас	v	2	0
былғау	n	0	21
былғаң	n	0	3
былғаңдат	v	14	0
былқ	v	41	0
быр	n	3	48
бырш	v	54	0
быт	v	88	6
бытыр	v	27	0
бықсу	n	0	7
бюдж	v	20	0
бюджетт	n	2	21
бюджетте	v	2	0
бюджеттер	n	3	22
бюджеттерд	n	0	3
бюджеті	n	0	20
бюджетін	n	0	9
бізден	n	0	2
біздің	n	0	4
бізің	v	6	4
білге	n	98	633
білген	n	173	1873
білгізу	n	0	5
білгіл	n	0	8
білгішсіну	n	0	8
білді	n	0	6
білдірді	n	0	4
білдіре	v	927	18
білдіретін	n	4	74
білдірмей	v	352	4
білдіру	n	78	837
білдіруі	n	0	23
білдірілген	n	2	4
білдіріп	v	120	2
білдің	n	0	89
білеген	n	0	2
білеміз	n	0	2
білер	n	11	346
білетін	n	14	846
білмеген	n	107	529
білмейсің	n	0	149
білсе	n	0	10
білу	n	247	2359
білуі	n	0	81
білуін	n	0	115
біліктер	n	0	12
білімдер	n	69	216
білімділігін	n	0	2
білімі	n	0	345
білімін	n	0	52
білінбес	n	0	32
білінді	n	0	2
білінер	n	0	4
біліну	n	0	22
білініп	v	13	0
біліп	v	374	5
білісу	n	4	21
біліш	n	0	7
біләл	n	16	53
біразы	n	0	138
бірақ	n	3	156
бірдейлен	v	2	0
бірдейлендіру	n	0	3
бірдеме	n	44	605
бірдеңе	n	70	1565
бірдеңке	v	8	5
бірді	n	0	7
бірегейлендіру	n	0	7
бірегейлену	n	0	13
бірер	n	0	6
біреу	n	1124	7135
біреуі	n	4	875
біреуін	n	2	240
біркелкілендір	v	7	0
бірлеме	v	2	0
бірлестіру	n	0	8
бірлігі	n	0	206
бірліктері	n	0	33
бірнешеуін	n	0	7
бірнәрсе	n	2	133
біртін	n	0	2
біртінде	v	6	0
бірыңғайлану	n	0	2
бірігіп	v	12	0
біріктірілген	n	0	11
біріктірілу	n	0	19
бірін	n	6	1177
бісмілда	n	2	5
бісміллә	n	3	26
бітеп	v	2	0
бітер	n	0	55
біткені	n	0	12
бітпе	v	661	5
бітіг	n	2	7
бітімдік	v	2	0
бітірген	n	4	329
бітірді	n	0	8
бітіру	n	40	282
бітірісу	n	0	2
бітістіру	n	3	21
бітісу	n	12	19
бү	n	23	974
бүбі	n	0	2
бүг	v	945	16
бүгежектет	v	7	0
бүгежектеу	n	0	3
бүгу	n	8	78
бүгіле	v	36	0
бүгілу	n	5	9
бүй	n	0	419
бүйте	v	26	3
бүйту	n	2	16
бүйтіп	v	8	0
бүктіру	n	0	13
бүкшең	n	0	2
бүлгін	n	2	5
бүлдіру	n	6	90
бүлк	v	77	0
бүліну	n	3	48
бүркелу	n	0	2
бүркемелену	n	0	2
бүркемелеу	n	3	35
бүрмен	n	0	3
бүрсең	n	0	3
бүру	n	0	15
бүрісу	n	0	5
бүтіншілік	n	0	2
бұдан	n	0	5
бұж	n	0	7
бұза	v	920	22
бұзар	n	8	68
бұзаулат	v	2	0
бұзаутіс	v	2	0
бұзауқан	n	0	2
бұзушылықтар	n	6	11
бұзылуы	n	0	44
бұзылғандық	n	3	13
бұзып	v	33	2
бұзыс	v	4	0
бұзған	n	19	267
бұзғыз	v	7	0
бұйрығы	n	0	360
бұйыру	n	10	58
бұйырулар	n	0	2
бұл	v	2770	282
бұланай	n	0	4
бұлар	n	1221	4512
бұлаңдау	v	2	0
бұлдау	n	0	4
бұлдырау	n	0	2
бұлжымау	n	0	2
бұлжытпа	v	2	0
бұлжытпау	n	0	3
бұлталақтау	n	0	2
бұлтартпа	v	17	5
бұлтару	n	2	32
бұлтақтау	n	0	2
бұлтию	n	0	2
бұлыт	n	2	7
бұлыңғырлану	n	0	2
бұлғалақ	n	0	2
бұлғау	n	0	7
бұлғаш	n	0	3
бұлғаңдау	v	2	0
бұлқ	v	44	0
бұлқыну	n	2	22
бұн	n	0	1383
бұны	n	35	410
бұның	v	34	3
бұралу	n	0	5
бұрауы	n	0	8
бұрмалай	v	47	3
бұрмалану	n	0	42
бұрт	v	4	2
бұртаңда	v	8	0
бұрылу	n	10	152
бұрылып	v	26	0
бұрып	v	30	0
бұрғызу	n	0	4
бұрғылану	n	0	4
бұрғылау	n	21	130
бұрғын	n	0	34
бұрқырату	n	0	2
бұрқырау	n	0	6
бұс	n	0	10
бұтау	n	0	2
бұтақтау	n	0	2
бұтхана	n	0	4
бұтыр	n	0	2
бұғалықтау	n	0	4
бұған	n	0	17
бұғаулану	n	0	2
бұғаулату	n	0	2
бұғаулау	n	2	7
бұғу	v	8	3
бұғыну	v	2	0
бұғып	v	6	0
бұқаш	n	3	9
бұқтыру	n	0	2
бәдан	n	2	10
бәдбақыт	n	0	8
бәдел	v	4	0
бәденді	n	0	4
бәдеуи	n	0	4
бәдиғ	n	0	2
бәдиға	n	0	2
бәдән	n	0	2
бәдәуи	n	0	29
бәй	n	40	801
бәйбішелік	n	0	5
бәйгелері	n	0	2
бәйтөбет	n	0	5
бәйітші	n	0	7
бәк	n	0	86
бәкен	n	12	25
бәкін	n	0	22
бәкіс	n	0	13
бәла	n	0	2
бәлгер	n	2	3
бәлден	v	51	0
бәлек	v	2	0
бәлелік	n	0	2
бәленше	n	0	29
бәлеқор	n	0	9
бәлеқорлық	n	0	2
бәлиғат	n	0	10
бәлсін	v	86	0
бәлі	n	0	2
бәлә	n	0	6
бәндә	n	2	4
бәр	n	3	3026
бәрі	n	42	1866
бәріміз	n	521	1309
бәрін	n	42	847
бәріне	n	0	3
бәрінің	n	0	7
бәрісі	n	0	10
бәсей	v	3	0
бәсекелестері	n	0	16
бәсекелесу	n	0	23
бәсекен	n	0	26
бәсекесі	n	0	17
бәсекешіл	n	0	3
бәсең	n	0	13
бәсеңдеу	n	0	15
бәсеңсу	n	0	2
бәсеңсіт	v	19	0
бәстесу	n	4	29
бәсі	n	0	7
бәтуа	n	8	119
бәтшағар	n	8	55
бәңгі	n	0	2
бөгделе	v	6	0
бөгенбай	n	25	132
бөй	n	0	2
бөкет	v	3	0
бөкең	n	10	31
бөктіру	n	0	4
бөктірілу	n	0	2
бөлген	n	14	225
бөлгізу	n	0	4
бөлдіру	n	0	4
бөлегі	n	0	27
бөлектену	n	9	45
бөлену	n	13	101
бөлес	n	0	49
бөлетін	n	0	27
бөлтіріскей	n	0	2
бөлшектелу	n	0	8
бөлшектену	n	2	47
бөлшектер	n	62	386
бөлшектеу	n	12	84
бөлігі	n	0	382
бөлігін	n	0	342
бөлімдегі	n	0	7
бөлімдер	n	53	441
бөлімшесі	n	0	129
бөлімі	n	0	472
бөлінбес	n	0	18
бөлінер	n	0	4
бөлінетін	n	0	26
бөлінуі	n	0	68
бөлінуін	n	0	26
бөлініп	v	49	0
бөліп	v	64	0
бөлісу	n	24	219
бөп	v	2	0
бөрк	n	0	297
бөстір	v	15	0
бөсу	n	0	9
бөтенде	v	12	0
